date,day,confirmed,recovered,deaths,removed,infected,susceptible,new_confirmed,new_removed,exposed,model_susceptible,model_exposed,model_infected,model_removed,model_confirmed,beta,sigma,gamma
2020-03-01,0,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-02,1,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-03,2,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-04,3,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-05,4,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-06,5,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-07,6,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-08,7,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-09,8,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-10,9,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-11,10,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-12,11,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-13,12,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-14,13,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-15,14,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-16,15,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-17,16,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-18,17,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-19,18,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-20,19,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-21,20,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-22,21,1.0,1.0,0.0,1.0,0.0,29136807.0,0.0,0.0,0.0,29136807.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0
2020-03-23,22,2.0,1.0,0.0,1.0,1.0,29136806.0,1.0,0.0,1.0,29136806.0,1.0,1.0,1.0,2.0,0.20000001372834073,0.2,0.0
2020-03-24,23,2.0,1.0,0.0,1.0,1.0,29136806.0,0.0,0.0,1.0,29136805.779933333,1.0187999992167525,1.2012666666163294,1.0,2.2012666666163296,1.2000000823700443,0.2,0.0
2020-03-25,24,3.0,1.0,0.0,1.0,2.0,29136805.0,1.0,0.0,2.0,29136804.63960003,2.057133302833354,1.3032666648092222,1.0,2.303266664809222,0.2000000205925118,0.2,0.0
2020-03-26,25,3.0,1.0,0.0,1.0,2.0,29136805.0,0.0,0.0,2.0,29136804.55986667,2.0375999968670095,2.4025333331319843,1.0,3.4025333331319843,0.7000000720737911,0.2,0.0
2020-03-27,26,4.0,1.0,0.0,1.0,3.0,29136804.0,1.0,0.0,3.0,29136803.43620004,3.0600999600675163,2.5036999975026433,1.0,3.5036999975026433,0.20000002745668333,0.2,0.0
2020-03-28,27,5.0,1.0,0.0,1.0,4.0,29136803.0,1.0,0.0,3.0,29136803.339800008,3.0563999929507712,3.6037999995469647,1.0,4.603799999546965,0.1500000257406415,0.2,0.0
2020-03-29,28,5.0,1.0,0.0,1.0,4.0,29136803.0,0.0,0.0,3.0,29136802.354887508,3.042262493278945,4.602849999562795,1.0,5.602849999562795,0.0,0.2,0.0
2020-03-30,29,5.0,1.0,0.0,1.0,4.0,29136803.0,0.0,0.0,2.0,29136803.0,2.4562,4.5438,1.0,5.5438,0.10000001716042767,0.2,0.0
2020-03-31,30,5.0,1.0,0.0,1.0,4.0,29136803.0,0.0,0.0,2.0,29136802.579966668,2.018766663821674,4.401266666479275,1.0,5.401266666479275,0.0,0.2,0.0
2020-04-01,31,5.0,1.0,0.0,1.0,4.0,29136803.0,0.0,0.0,1.0,29136803.0,1.6374666666666666,4.362533333333333,1.0,5.362533333333333,0.050000008580213834,0.2,0.0
2020-04-02,32,6.0,1.0,0.0,1.0,5.0,29136802.0,1.0,0.0,1.0,29136802.794995833,1.0046874993233637,4.200316666621521,1.0,5.200316666621521,0.040000008237005565,0.2,0.0
2020-04-03,33,6.0,1.0,0.0,1.0,5.0,29136802.0,0.0,0.0,1.0,29136801.795997333,1.003749332663509,5.200253333288524,1.0,6.200253333288524,0.640000131792089,0.2,0.0
2020-04-04,34,9.0,1.0,0.0,1.0,8.0,29136799.0,3.0,0.0,4.0,29136798.674517523,3.8372291532301377,5.4882533216829135,1.0,6.4882533216829135,0.10000003088877403,0.2,0.0
2020-04-05,35,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,4.0,29136798.159933347,4.03753332195336,8.802533332583765,1.0,9.802533332583765,0.10000003088877403,0.2,0.0
2020-04-06,36,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,4.0,29136798.159933347,4.03753332195336,8.802533332583765,1.0,9.802533332583765,0.0,0.2,0.0
2020-04-07,37,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,3.0,29136799.0,3.2749333333333333,8.725066666666667,1.0,9.725066666666667,0.07500002316658051,0.2,0.0
2020-04-08,38,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,3.0,29136798.377471883,3.0211031187555553,8.601424999586058,1.0,9.601424999586058,0.0,0.2,0.0
2020-04-09,39,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,0.0,29136799.0,2.4562,8.543800000000001,1.0,9.543800000000001,0.0,0.2,0.0
2020-04-10,40,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,0.0,29136799.0,0.0,8.0,1.0,9.0,0.0,0.2,0.0
2020-04-11,41,9.0,1.0,0.0,1.0,8.0,29136799.0,0.0,0.0,0.0,29136799.0,0.0,8.0,1.0,9.0,0.3750001158329026,0.2,0.0
2020-04-12,42,12.0,1.0,0.0,1.0,11.0,29136796.0,3.0,0.0,3.0,29136795.96437516,2.7527498507682138,8.282874990122028,1.0,9.282874990122028,0.2363637337100857,0.2,0.0
2020-04-13,43,14.0,1.0,0.0,1.0,13.0,29136794.0,2.0,0.0,5.0,29136793.313842,4.8935458889002295,11.79261211352035,1.0,12.79261211352035,0.23076934165202834,0.2,0.0
2020-04-14,44,16.0,1.0,0.0,1.0,15.0,29136792.0,2.0,0.0,7.0,29136790.869556382,6.93503337217564,14.195410246005856,1.0,15.195410246005856,0.09333338458582996,0.2,0.0
2020-04-15,45,16.0,1.0,0.0,1.0,15.0,29136792.0,0.0,0.0,7.0,29136790.534565073,7.06129715056275,16.404137775493425,1.0,17.404137775493425,0.09333338458582996,0.2,0.06666666666666667
2020-04-16,46,16.0,2.0,0.0,2.0,14.0,29136792.0,0.0,1.0,7.0,29136790.58171223,7.017126288589025,15.38809876329674,2.013062716011513,17.401161479308254,0.8857147720900188,0.2,0.0
2020-04-17,47,30.0,2.0,0.0,2.0,28.0,29136778.0,14.0,0.0,18.0,29136778.662326906,17.851835182728387,16.485837911526403,2.0,18.485837911526403,0.09285723846532183,0.2,0.0
2020-04-18,48,31.0,2.0,0.0,2.0,29.0,29136777.0,1.0,0.0,17.0,29136775.23553908,17.24769664545297,31.51676427763781,2.0,33.51676427763781,0.04827591343194655,0.2,0.06896551724137931
2020-04-19,49,31.0,4.0,0.0,4.0,27.0,29136777.0,0.0,2.0,15.0,29136775.569945183,15.215447685317276,30.171671628488355,4.042935503671096,34.21460713215945,0.11111122932749601,0.2,0.0
2020-04-20,50,31.0,4.0,0.0,4.0,27.0,29136777.0,0.0,0.0,15.0,29136773.833024863,15.15641959129664,30.010555544928792,4.0,34.01055554492879,0.55555614663748,0.2,0.0
2020-04-21,51,43.0,4.0,0.0,4.0,39.0,29136765.0,12.0,0.0,27.0,29136760.94784397,26.864267412127326,31.18788862020088,4.0,35.18788862020088,0.0,0.2,0.07692307692307693
2020-04-22,52,45.0,7.0,0.0,7.0,38.0,29136763.0,2.0,3.0,15.0,29136765.0,22.105800000000002,40.817101228948566,7.077098771051434,47.8942,0.1315791505842907,0.2,0.07894736842105263
2020-04-23,53,48.0,10.0,0.0,10.0,38.0,29136760.0,3.0,3.0,17.0,29136757.99184023,16.82038786916911,38.18287578129705,10.004896121319167,48.18777190261622,0.11578966443619314,0.2,0.02631578947368421
2020-04-24,54,49.0,11.0,0.0,11.0,38.0,29136759.0,1.0,1.0,18.0,29136755.458354387,18.039046928956573,40.47040641973198,11.032192265486076,51.502598685218054,0.09473700142652683,0.2,0.02631578947368421
2020-04-25,55,49.0,12.0,0.0,12.0,37.0,29136759.0,0.0,1.0,18.0,29136755.277721107,18.114532922930913,40.57377954376251,12.03396642479099,52.6077459685535,0.0,0.2,0.10810810810810811
2020-04-26,56,52.0,16.0,0.0,16.0,36.0,29136756.0,3.0,4.0,9.0,29136759.0,14.737200000000001,36.29563722583065,15.96716277416935,52.2628,0.0,0.2,0.0
2020-04-27,57,52.0,16.0,0.0,16.0,36.0,29136756.0,0.0,0.0,7.0,29136756.0,7.368600000000001,37.6314,16.0,53.6314,0.011111130940970614,0.2,0.0
2020-04-28,58,54.0,16.0,0.0,16.0,38.0,29136754.0,2.0,0.0,6.0,29136755.592572637,6.100619956177615,37.30680740722845,16.0,53.30680740722845,0.08421068238562557,0.2,0.0
2020-04-29,59,57.0,16.0,0.0,16.0,41.0,29136751.0,3.0,0.0,8.0,29136750.744069617,7.865116357404328,39.390814023673265,16.0,55.390814023673265,0.03902446658701441,0.2,0.0
2020-04-30,60,57.0,16.0,0.0,16.0,41.0,29136751.0,0.0,0.0,8.0,29136749.36876023,8.029262538970114,42.601977232906656,16.0,58.601977232906656,0.014634174970130403,0.2,0.0
2020-05-01,61,59.0,16.0,0.0,16.0,43.0,29136749.0,2.0,0.0,7.0,29136750.38875325,7.104196345367857,42.50705040610133,16.0,58.50705040610133,0.032558205462974485,0.2,0.0
2020-05-02,62,59.0,16.0,0.0,16.0,43.0,29136749.0,0.0,0.0,7.0,29136747.57719697,7.021359621292723,44.4014434086693,16.0,60.4014434086693,0.3581402600927193,0.2,0.0
2020-05-03,63,75.0,16.0,0.0,16.0,59.0,29136733.0,16.0,0.0,21.0,29136733.189035036,20.07539779011553,45.735567175423434,16.0,61.735567175423434,0.02033903540482032,0.2,0.0
2020-05-04,64,75.0,16.0,0.0,16.0,59.0,29136733.0,0.0,0.0,18.0,29136731.759205885,18.31919072500577,62.92160338818157,16.0,78.92160338818158,0.17966147940924618,0.2,0.0
2020-05-05,65,82.0,16.0,0.0,16.0,66.0,29136726.0,7.0,0.0,25.0,29136722.03581904,24.68593702315781,63.2782439395413,16.0,79.2782439395413,0.30303115585380996,0.2,0.09090909090909091
2020-05-06,66,99.0,22.0,0.0,22.0,77.0,29136709.0,17.0,6.0,40.0,29136706.007304385,38.58948667959467,66.40539819218628,21.997810741828097,88.40320893401437,0.1298705711396932,0.2,0.0
2020-05-07,67,101.0,22.0,0.0,22.0,79.0,29136707.0,2.0,0.0,42.0,29136698.471171863,42.30816158898729,85.22066654913372,22.0,107.22066654913372,0.0,0.2,0.11392405063291139
2020-05-08,68,102.0,31.0,0.0,31.0,71.0,29136706.0,1.0,9.0,27.0,29136707.0,34.3868,77.67551160009654,30.937688399903454,108.61319999999999,0.1887330550690311,0.2,0.0
2020-05-09,69,110.0,31.0,0.0,31.0,79.0,29136698.0,8.0,0.0,35.0,29136692.041010786,34.7748664160635,77.18412279746718,31.0,108.18412279746718,0.0,0.2,0.0
2020-05-10,70,110.0,31.0,0.0,31.0,79.0,29136698.0,0.0,0.0,28.0,29136698.0,28.65566666666667,85.34433333333334,31.0,116.34433333333334,0.15949427302375804,0.2,0.02531645569620253
2020-05-11,71,134.0,33.0,0.0,33.0,101.0,29136674.0,24.0,2.0,35.0,29136685.07943958,34.64497202701026,83.22470533041678,33.050883060813284,116.27558839123006,0.8712911357754224,0.2,0.0
2020-05-12,72,217.0,33.0,0.0,33.0,184.0,29136591.0,83.0,0.0,116.0,29136580.6715119,113.43073807614329,115.89775002522477,33.0,148.89775002522475,0.30000223430393763,0.2,0.010869565217391304
2020-05-13,73,250.0,35.0,0.0,35.0,215.0,29136558.0,33.0,2.0,148.0,29136532.312519386,148.27332699186363,208.2877934872434,35.12636013508043,243.41415362232382,0.10046597829849808,0.2,0.0
2020-05-14,74,249.0,35.0,0.0,35.0,214.0,29136559.0,0.0,0.0,140.0,29136534.93608692,142.12041720842043,243.94349587302347,35.0,278.9434958730235,0.21495510801106912,0.2,0.004672897196261682
2020-05-15,75,267.0,36.0,0.0,36.0,231.0,29136541.0,18.0,1.0,158.0,29136509.9699182,159.1540766885651,242.81013287101624,36.065872240355645,278.8760051113719,0.13679779036590609,0.2,0.004329004329004329
2020-05-16,76,291.0,36.0,1.0,37.0,254.0,29136517.0,24.0,1.0,158.0,29136507.305277538,159.96231882568378,261.66611433549195,37.06628930209587,298.7324036375878,0.0,0.2,0.003937007874015748
2020-05-17,77,295.0,36.0,2.0,38.0,257.0,29136513.0,4.0,1.0,79.0,29136517.0,129.35986666666668,281.58391163608485,38.05622169724851,319.6401333333334,0.24436045071787543,0.2,0.0
2020-05-18,78,375.0,36.0,2.0,38.0,337.0,29136433.0,80.0,0.0,126.0,29136447.89809696,123.75817240109711,277.3437306383458,38.0,315.3437306383458,0.15489813602158523,0.2,0.002967359050445104
2020-05-19,79,402.0,37.0,2.0,39.0,363.0,29136406.0,27.0,1.0,153.0,29136378.790488373,152.35493504739202,363.8160792214232,39.03849735743635,402.85457657885956,0.1035826963461727,0.2,0.02203856749311295
2020-05-20,80,427.0,45.0,2.0,47.0,380.0,29136381.0,25.0,8.0,160.0,29136367.213260654,160.45616610737312,386.078070013642,47.252503226455985,433.330573240098,0.10000146552174753,0.2,0.013157894736842105
2020-05-21,81,457.0,49.0,3.0,52.0,405.0,29136351.0,30.0,5.0,166.0,29136341.634744,166.71705370814993,407.4685598449984,52.17964244635188,459.6482022913503,0.21778119359482515,0.2,0.05185185185185185
2020-05-22,82,516.0,70.0,3.0,73.0,443.0,29136292.0,59.0,21.0,221.0,29136261.115415353,217.42997692070384,422.05348313202586,73.40112459491328,495.4546077269391,0.07268751751213619,0.2,0.0
2020-05-23,83,584.0,70.0,3.0,73.0,511.0,29136224.0,68.0,0.0,209.0,29136258.21932867,211.60438977148505,486.1762815556763,73.0,559.1762815556763,0.0661461398819763,0.2,0.033268101761252444
2020-05-24,84,603.0,87.0,3.0,90.0,513.0,29136205.0,19.0,17.0,201.0,29136189.40455046,202.4941751358953,534.7011859026469,90.40008850069538,625.1012744033422,0.18362953129401227,0.2,0.050682261208576995
2020-05-25,85,682.0,112.0,4.0,116.0,566.0,29136126.0,79.0,26.0,255.0,29136109.204359677,251.43965478720148,531.9155317874289,116.44045374731965,648.3559855347486,0.19611766469568717,0.2,0.07597173144876325
2020-05-26,86,772.0,155.0,4.0,159.0,613.0,29136036.0,90.0,43.0,315.0,29136013.867522936,310.44419061824635,579.2494955238853,159.43879092073973,738.6882864446251,0.19250102214508924,0.2,0.04567699836867863
2020-05-27,87,886.0,183.0,4.0,187.0,699.0,29135922.0,114.0,28.0,370.0,29135914.34023946,368.27967911662176,652.5116033944454,187.8684780287756,840.380081423221,0.23176670427748094,0.2,0.00715307582260372
2020-05-28,88,1042.0,187.0,5.0,192.0,850.0,29135766.0,156.0,5.0,458.0,29135751.348318122,457.8696129819733,776.5150262510092,192.26704264474492,968.7820688957542,0.28542197205923714,0.2,0.023529411764705882
2020-05-29,89,1212.0,206.0,6.0,212.0,1000.0,29135596.0,170.0,20.0,609.0,29135511.858142223,605.6833142665832,935.5069387037987,212.95160480767166,1148.4585435114705,0.23180964255545006,0.2,0.013
2020-05-30,90,1401.0,219.0,6.0,225.0,1176.0,29135407.0,189.0,13.0,719.0,29135350.792190388,721.2661469998703,1119.189656830032,225.75200578174562,1344.9416626117775,0.1911656545007015,0.2,0.002551020408163265
2020-05-31,91,1572.0,220.0,8.0,228.0,1344.0,29135236.0,171.0,3.0,800.0,29135168.22214086,805.5133823902131,1325.077926425997,228.1865503245517,1553.2644767505487,0.21206501283973025,0.2,0.000744047619047619
2020-06-01,92,1811.0,221.0,8.0,229.0,1582.0,29134997.0,239.0,1.0,925.0,29134933.248704486,929.9314003208724,1515.7576044270324,229.0622907671616,1744.819895194194,0.20039172211011932,0.2,0.028445006321112517
2020-06-02,93,2099.0,266.0,8.0,274.0,1825.0,29134709.0,288.0,45.0,1057.0,29134665.229236383,1058.4810987726783,1733.192600577951,276.0970642667472,2009.289664844698,0.13283148691719773,0.2,0.007123287671232876
2020-06-03,94,2300.0,278.0,9.0,287.0,2013.0,29134508.0,201.0,13.0,1088.0,29134453.297109853,1097.5595187305055,2026.4298724093605,287.7134990075347,2314.143371416895,0.18014338060686166,0.2,0.006458022851465474
2020-06-04,95,2634.0,290.0,10.0,300.0,2334.0,29134174.0,334.0,13.0,1233.0,29134126.133891728,1237.4759914083706,2231.699295180719,300.69082168482,2532.3901168655393,0.15151326851975708,0.2,0.018851756640959727
2020-06-05,96,2912.0,333.0,11.0,344.0,2568.0,29133896.0,278.0,44.0,1340.0,29133804.60188993,1344.781755676714,2545.650234802149,345.9661195911226,2891.6163543932716,0.13708535171754252,0.2,0.0132398753894081
2020-06-06,97,3235.0,365.0,13.0,378.0,2857.0,29133573.0,323.0,34.0,1424.0,29133527.63551605,1431.4652761533976,2809.31832247074,379.58088532587,3188.89920779661,0.07344182577878892,0.2,0.035701785089254465
2020-06-07,98,3448.0,467.0,13.0,480.0,2968.0,29133360.0,213.0,102.0,1349.0,29133356.73267982,1362.080460239607,3030.042205347111,483.14465459235964,3513.1868599394707,0.12899100581479173,0.2,0.007412398921832884
2020-06-08,99,3762.0,488.0,14.0,502.0,3260.0,29133046.0,314.0,22.0,1462.0,29132960.76708861,1466.8143588880962,3226.473975089958,502.9445774107889,3729.418552500747,0.08663695300443058,0.2,0.029754601226993867
2020-06-09,100,4086.0,584.0,15.0,599.0,3487.0,29132722.0,324.0,97.0,1452.0,29132755.23642992,1460.7699568571388,3452.1203588188873,601.8732544047931,4053.9936132236803,0.08329243761200883,0.2,0.025810151993117293
2020-06-10,101,4364.0,674.0,15.0,689.0,3675.0,29132444.0,278.0,90.0,1452.0,29132423.31654843,1459.7586372401852,3685.3571544007664,691.5676599282052,4376.9248143289715,0.05916532414167929,0.2,0.0508843537414966
2020-06-11,102,4614.0,861.0,15.0,876.0,3738.0,29132194.0,250.0,187.0,1379.0,29132223.725562736,1388.528249504032,3769.2729794118295,878.4732083478671,4647.746187759696,0.13667225822898876,0.2,0.00454788657035848
2020-06-12,103,5062.0,877.0,16.0,893.0,4169.0,29131746.0,448.0,17.0,1614.0,29131664.49304542,1609.523508640503,4019.360697236122,893.6227487048955,4912.983445941018,0.0676058925939062,0.2,0.009114895658431278
2020-06-13,104,5335.0,913.0,18.0,931.0,4404.0,29131473.0,273.0,38.0,1573.0,29131454.68193537,1585.7549609008206,4449.279420952596,932.2836827767337,5381.56310372933,0.09438603792364644,0.2,0.01407811080835604
2020-06-14,105,5760.0,974.0,19.0,993.0,4767.0,29131048.0,425.0,62.0,1674.0,29131045.22065573,1675.9512625644438,4665.0106753492455,994.8174063544833,5659.8280817037285,0.10654508199339228,0.2,0.014054961191525068
2020-06-15,106,6211.0,1041.0,19.0,1060.0,5151.0,29130597.0,451.0,67.0,1847.0,29130525.400980268,1844.6642466950289,5049.981546569067,1061.9532264670888,6111.934773036156,0.09697271950988502,0.2,0.022714036109493303
2020-06-16,107,6591.0,1158.0,19.0,1177.0,5414.0,29130217.0,380.0,117.0,1977.0,29130085.044765096,1976.5875699378487,5413.425156277274,1179.9425086883145,6593.367664965589,0.09854464112133865,0.2,0.001847063169560399
2020-06-17,108,7177.0,1167.0,20.0,1187.0,5990.0,29129631.0,586.0,10.0,2115.0,29129664.170173135,2120.279678085363,5813.185786709789,1187.364362069256,7000.550148779044,0.1370955390901589,0.2,0.0035058430717863106
2020-06-18,109,7848.0,1186.0,22.0,1208.0,6640.0,29128960.0,671.0,21.0,2513.0,29128780.706414454,2503.180919982705,6430.363060300477,1208.7496052638378,7639.112665564315,0.07586380741249482,0.2,0.03253012048192771
2020-06-19,110,8274.0,1402.0,22.0,1424.0,6850.0,29128534.0,426.0,216.0,2514.0,29128445.63696345,2523.987091587491,6922.7576033527375,1428.6183416096108,8351.375944962349,0.05589908538169099,0.2,0.025693430656934305
2020-06-20,111,8605.0,1578.0,22.0,1600.0,7005.0,29128203.0,331.0,176.0,2394.0,29128142.35143677,2413.5254984402773,7162.05354929939,1604.069515490586,8766.123064789976,0.07422606115020274,0.2,0.027837259100642397
2020-06-21,112,9026.0,1772.0,23.0,1795.0,7231.0,29127782.0,421.0,195.0,2435.0,29127672.663632937,2441.0292786310074,7289.352619345625,1798.954469086544,9088.307088432168,0.06031463226765214,0.2,0.051998340478495365
2020-06-22,113,9561.0,2148.0,23.0,2171.0,7390.0,29127247.0,535.0,376.0,2384.0,29127342.806820694,2391.7664733774604,7334.670099488698,2173.7566064388147,9508.426705927512,0.04653759839347346,0.2,0.010419485791610283
2020-06-23,114,10099.0,2224.0,24.0,2248.0,7851.0,29126709.0,538.0,77.0,2251.0,29126894.122729998,2271.9580097164226,7775.885768771555,2250.033491512165,10025.919260283721,0.08322843990675151,0.2,0.014520443255636225
2020-06-24,115,10728.0,2338.0,24.0,2362.0,8366.0,29126080.0,629.0,114.0,2454.0,29126041.337074604,2448.538536384207,8204.598905424808,2364.525483588687,10569.124389013494,0.07100391037169124,0.2,0.03753287114511116
2020-06-25,116,11162.0,2650.0,26.0,2676.0,8486.0,29125646.0,434.0,314.0,2557.0,29125479.77287839,2553.3742041710275,8549.451000610128,2679.40191683032,11228.852917440448,0.0805635050170401,0.2,0.005774216356351638
2020-06-26,117,11755.0,2698.0,27.0,2725.0,9030.0,29125053.0,593.0,49.0,2729.0,29124943.562161457,2730.7271944167283,8964.345017618743,2726.365626506081,11690.710644124825,0.06257230960952608,0.2,0.015171650055370986
2020-06-27,118,12309.0,2834.0,28.0,2862.0,9447.0,29124499.0,554.0,137.0,2748.0,29124475.434712257,2758.17753943683,9438.289963265403,2865.097785039586,12303.38774830499,0.05025940320093116,0.2,0.018947814120884938
