date,day,confirmed,recovered,deaths,removed_R,infected_I,susceptible_S,new_confirmed,estimated_exposed_E
2020-12-01,275,233452.0,216594.0,1529.0,218123.0,15329.0,28903356.0,0.0,6054.166666666667
2020-12-02,276,236246.0,218161.0,1538.0,219699.0,16547.0,28900562.0,2794.0,7190.624999999999
2020-12-03,277,237589.0,220272.0,1551.0,221823.0,15766.0,28899219.0,1343.0,7152.083333333333
2020-12-04,278,238861.0,221847.0,1567.0,223414.0,15447.0,28897947.0,1272.0,7169.791666666666
2020-12-05,279,239885.0,224053.0,1577.0,225630.0,14255.0,28896923.0,1024.0,6701.041666666666
2020-12-06,280,240981.0,225805.0,1594.0,227399.0,13582.0,28895827.0,1096.0,7842.708333333333
2020-12-07,281,241995.0,227433.0,1614.0,229047.0,12948.0,28894813.0,1014.0,5988.541666666666
2020-12-08,282,243377.0,229054.0,1637.0,230691.0,12686.0,28893431.0,1382.0,6029.166666666666
2020-12-09,283,244433.0,230537.0,1651.0,232188.0,12245.0,28892375.0,1056.0,5804.166666666667
2020-12-10,284,245650.0,231601.0,1663.0,233264.0,12386.0,28891158.0,1217.0,6005.208333333333
2020-12-11,285,246694.0,232872.0,1674.0,234546.0,12148.0,28890114.0,1044.0,5951.041666666666
2020-12-12,286,247593.0,234231.0,1689.0,235920.0,11673.0,28889215.0,899.0,5831.249999999999
2020-12-13,287,248423.0,235731.0,1698.0,237429.0,10994.0,28888385.0,830.0,5256.25
2020-12-14,288,249244.0,236573.0,1716.0,238289.0,10955.0,28887564.0,821.0,5011.458333333333
2020-12-15,289,250180.0,238569.0,1730.0,240299.0,9881.0,28886628.0,936.0,4718.75
2020-12-16,290,250916.0,238569.0,1743.0,240312.0,10604.0,28885892.0,736.0,4397.916666666666
2020-12-17,291,251692.0,240363.0,1749.0,242112.0,9580.0,28885116.0,776.0,4269.791666666666
2020-12-18,292,252474.0,241392.0,1765.0,243157.0,9317.0,28884334.0,782.0,4219.791666666667
2020-12-19,293,253184.0,242567.0,1777.0,244344.0,8840.0,28883624.0,710.0,4104.166666666667
2020-12-20,294,253772.0,243664.0,1788.0,245452.0,8320.0,28883036.0,588.0,3741.6666666666665
2020-12-21,295,254514.0,244743.0,1795.0,246538.0,7976.0,28882294.0,742.0,3747.9166666666665
2020-12-22,296,255236.0,245709.0,1798.0,247507.0,7729.0,28881572.0,722.0,3691.6666666666665
2020-12-23,297,255979.0,246661.0,1803.0,248464.0,7515.0,28880829.0,743.0,3651.0416666666665
2020-12-24,298,256592.0,247400.0,1808.0,249208.0,7384.0,28880216.0,613.0,3550.0
2020-12-25,299,257200.0,248292.0,1816.0,250108.0,7092.0,28879608.0,608.0,3570.8333333333335
2020-12-26,300,257700.0,249132.0,1819.0,250951.0,6749.0,28879108.0,500.0,3318.75
2020-12-27,301,258181.0,249863.0,1825.0,251688.0,6493.0,28878627.0,481.0,3067.7083333333335
2020-12-28,302,258840.0,250581.0,1832.0,252413.0,6427.0,28877968.0,659.0,2980.2083333333335
2020-12-29,303,259548.0,251312.0,1840.0,253152.0,6396.0,28877260.0,708.0,3079.166666666667
2020-12-30,304,260059.0,251912.0,1847.0,253759.0,6300.0,28876749.0,511.0,2978.1249999999995
2020-12-31,305,260593.0,252359.0,1856.0,254215.0,6378.0,28876215.0,534.0,3013.5416666666665
2021-01-01,306,261019.0,253107.0,1864.0,254971.0,6048.0,28875789.0,426.0,2956.25
2021-01-02,307,261438.0,253857.0,1870.0,255727.0,5711.0,28875370.0,419.0,2706.25
2021-01-03,308,261859.0,254494.0,1878.0,256372.0,5487.0,28874949.0,421.0,2407.2916666666665
2021-01-04,309,262262.0,255088.0,1885.0,256973.0,5289.0,28874546.0,403.0,2294.7916666666665
2021-01-05,310,262784.0,255666.0,1893.0,257559.0,5225.0,28874024.0,522.0,2282.2916666666665
2021-01-06,311,263193.0,256161.0,1899.0,258060.0,5133.0,28873615.0,409.0,2264.5833333333335
2021-01-07,312,263605.0,256644.0,1903.0,258547.0,5058.0,28873203.0,412.0,2257.2916666666665
2021-01-08,313,264159.0,257229.0,1909.0,259138.0,5021.0,28872649.0,554.0,2395.8333333333335
2021-01-09,314,264521.0,257928.0,1912.0,259840.0,4681.0,28872287.0,362.0,2353.125
2021-01-10,315,264780.0,258441.0,1917.0,260358.0,4422.0,28872028.0,259.0,2079.1666666666665
2021-01-11,316,265268.0,258968.0,1927.0,260895.0,4373.0,28871540.0,488.0,2161.4583333333335
2021-01-12,317,265698.0,259358.0,1932.0,261290.0,4408.0,28871110.0,430.0,2180.2083333333335
2021-01-13,318,266143.0,259772.0,1937.0,261709.0,4434.0,28870665.0,445.0,2066.6666666666665
2021-01-14,319,266546.0,260177.0,1943.0,262120.0,4426.0,28870262.0,403.0,2109.375
2021-01-15,320,266816.0,260567.0,1948.0,262515.0,4301.0,28869992.0,270.0,2120.833333333333
2021-01-16,321,267056.0,261044.0,1954.0,262998.0,4058.0,28869752.0,240.0,1862.5
2021-01-17,322,267322.0,261444.0,1959.0,263403.0,3919.0,28869486.0,266.0,1691.6666666666667
2021-01-18,323,267644.0,261818.0,1965.0,263783.0,3861.0,28869164.0,322.0,1563.5416666666665
2021-01-19,324,267992.0,262259.0,1969.0,264228.0,3764.0,28868816.0,348.0,1506.25
2021-01-20,325,268310.0,262642.0,1975.0,264617.0,3693.0,28868498.0,318.0,1556.25
2021-01-21,326,268646.0,262868.0,1979.0,264847.0,3799.0,28868162.0,336.0,1656.25
2021-01-22,327,268948.0,263348.0,1986.0,265334.0,3614.0,28867860.0,302.0,1693.75
2021-01-23,328,269180.0,263734.0,1994.0,265728.0,3452.0,28867628.0,232.0,1600.0
2021-01-24,329,269450.0,264137.0,2001.0,266138.0,3312.0,28867358.0,270.0,1518.75
2021-01-25,330,269789.0,264538.0,2011.0,266549.0,3240.0,28867019.0,339.0,1540.625
2021-01-26,331,270092.0,264823.0,2017.0,266840.0,3252.0,28866716.0,303.0,1506.25
2021-01-27,332,270375.0,265069.0,2020.0,267089.0,3286.0,28866433.0,283.0,1486.4583333333333
2021-01-28,333,270588.0,265365.0,2020.0,267385.0,3203.0,28866220.0,213.0,1466.6666666666667
2021-01-29,334,270745.0,265698.0,2025.0,267723.0,3022.0,28866063.0,157.0,1348.9583333333333
2021-01-30,335,270854.0,266048.0,2027.0,268075.0,2779.0,28865954.0,109.0,1109.375
2021-01-31,336,270959.0,266336.0,2029.0,268365.0,2594.0,28865849.0,105.0,903.125
2021-02-01,337,271118.0,266600.0,2029.0,268629.0,2489.0,28865690.0,159.0,773.9583333333333
2021-02-02,338,271289.0,266859.0,2030.0,268889.0,2400.0,28865519.0,171.0,730.2083333333333
2021-02-03,339,271431.0,267065.0,2031.0,269096.0,2335.0,28865377.0,142.0,714.5833333333333
2021-02-04,340,271602.0,267292.0,2033.0,269325.0,2277.0,28865206.0,171.0,779.1666666666666
2021-02-05,341,271707.0,267564.0,2035.0,269599.0,2108.0,28865101.0,105.0,779.1666666666666
2021-02-06,342,271806.0,267812.0,2035.0,269847.0,1959.0,28865002.0,99.0,716.6666666666666
2021-02-07,343,271925.0,268072.0,2038.0,270110.0,1815.0,28864883.0,119.0,662.5
2021-02-08,344,272055.0,268266.0,2045.0,270311.0,1744.0,28864753.0,130.0,650.0
2021-02-09,345,272215.0,268431.0,2047.0,270478.0,1737.0,28864593.0,160.0,638.5416666666666
2021-02-10,346,272349.0,268549.0,2047.0,270596.0,1753.0,28864459.0,134.0,668.75
2021-02-11,347,272430.0,268660.0,2052.0,270712.0,1718.0,28864378.0,81.0,650.0
2021-02-12,348,272557.0,268796.0,2054.0,270850.0,1707.0,28864251.0,127.0,658.3333333333334
2021-02-13,349,272614.0,268929.0,2054.0,270983.0,1631.0,28864194.0,57.0,582.2916666666666
2021-02-14,350,272718.0,269060.0,2054.0,271114.0,1604.0,28864090.0,104.0,523.9583333333333
2021-02-15,351,272840.0,269204.0,2055.0,271259.0,1581.0,28863968.0,122.0,511.4583333333333
2021-02-16,352,272945.0,269303.0,2055.0,271358.0,1587.0,28863863.0,105.0,536.4583333333334
2021-02-17,353,273070.0,269394.0,2055.0,271449.0,1621.0,28863738.0,125.0,534.375
2021-02-18,354,273166.0,269505.0,2058.0,271563.0,1603.0,28863642.0,96.0,575.0
2021-02-19,355,273263.0,269619.0,2061.0,271680.0,1583.0,28863545.0,97.0,567.7083333333334
2021-02-20,356,273351.0,269755.0,2061.0,271816.0,1535.0,28863457.0,88.0,532.2916666666666
2021-02-21,357,273431.0,269876.0,2061.0,271937.0,1494.0,28863377.0,80.0,506.25
2021-02-22,358,273556.0,269966.0,2061.0,272027.0,1529.0,28863252.0,125.0,506.25
2021-02-23,359,273666.0,270068.0,2065.0,272133.0,1533.0,28863142.0,110.0,520.8333333333334
2021-02-24,360,273760.0,270139.0,2684.0,272823.0,937.0,28863048.0,94.0,517.7083333333334
2021-02-25,361,273872.0,270223.0,2685.0,272908.0,964.0,28862936.0,112.0,542.7083333333334
2021-02-26,362,273984.0,270277.0,2771.0,273048.0,936.0,28862824.0,112.0,576.0416666666666
2021-02-27,363,274065.0,270325.0,2773.0,273098.0,967.0,28862743.0,81.0,530.2083333333333
2021-02-28,364,274143.0,270407.0,2774.0,273181.0,962.0,28862665.0,78.0,496.875
2021-03-01,365,274216.0,270471.0,2777.0,273248.0,968.0,28862592.0,73.0,475.0
2021-03-02,366,274294.0,270543.0,2777.0,273320.0,974.0,28862514.0,78.0,439.58333333333337
2021-03-03,367,274381.0,270605.0,2778.0,273383.0,998.0,28862427.0,87.0,413.5416666666667
2021-03-04,368,274488.0,270683.0,2778.0,273461.0,1027.0,28862320.0,107.0,440.62499999999994
2021-03-05,369,274608.0,270766.0,3010.0,273776.0,832.0,28862200.0,120.0,484.375
2021-03-06,370,274655.0,270828.0,3010.0,273838.0,817.0,28862153.0,47.0,457.29166666666663
2021-03-07,371,274721.0,270886.0,3010.0,273896.0,825.0,28862087.0,66.0,444.7916666666667
2021-03-08,372,274810.0,270927.0,3011.0,273938.0,872.0,28861998.0,89.0,446.875
2021-03-09,373,274869.0,270987.0,3012.0,273999.0,870.0,28861939.0,59.0,396.875
2021-03-10,374,274973.0,271050.0,3012.0,274062.0,911.0,28861835.0,104.0,380.2083333333333
2021-03-11,375,275070.0,271116.0,3012.0,274128.0,942.0,28861738.0,97.0,432.2916666666667
2021-03-12,376,275118.0,271177.0,3012.0,274189.0,929.0,28861690.0,48.0,413.5416666666667
2021-03-13,377,275178.0,271249.0,3014.0,274263.0,915.0,28861630.0,60.0,383.3333333333333
2021-03-14,378,275231.0,271326.0,3014.0,274340.0,891.0,28861577.0,53.0,377.08333333333337
2021-03-15,379,275310.0,271401.0,3014.0,274415.0,895.0,28861498.0,79.0,351.0416666666667
2021-03-16,380,275424.0,271495.0,3014.0,274509.0,915.0,28861384.0,114.0,368.75
2021-03-17,381,275518.0,271550.0,3014.0,274564.0,954.0,28861290.0,94.0,416.6666666666667
2021-03-18,382,275625.0,271610.0,3015.0,274625.0,1000.0,28861183.0,107.0,465.625
2021-03-19,383,275750.0,271733.0,3016.0,274749.0,1001.0,28861058.0,125.0,540.625
2021-03-20,384,275829.0,271815.0,3016.0,274831.0,998.0,28860979.0,79.0,540.625
2021-03-21,385,275906.0,271921.0,3016.0,274937.0,969.0,28860902.0,77.0,502.08333333333337
2021-03-22,386,276056.0,272020.0,3019.0,275039.0,1017.0,28860752.0,150.0,560.4166666666666
2021-03-23,387,276244.0,272097.0,3019.0,275116.0,1128.0,28860564.0,188.0,644.7916666666666
2021-03-24,388,276389.0,272187.0,3020.0,275207.0,1182.0,28860419.0,145.0,665.625
2021-03-25,389,276509.0,272272.0,3020.0,275292.0,1217.0,28860299.0,120.0,708.3333333333334
2021-03-26,390,276665.0,272342.0,3024.0,275366.0,1299.0,28860143.0,156.0,790.625
2021-03-27,391,276750.0,272435.0,3027.0,275462.0,1288.0,28860058.0,85.0,722.9166666666667
2021-03-28,392,276839.0,272530.0,3027.0,275557.0,1282.0,28859969.0,89.0,619.7916666666666
2021-03-29,393,276980.0,272612.0,3027.0,275639.0,1341.0,28859828.0,141.0,615.625
2021-03-30,394,277147.0,272727.0,3030.0,275757.0,1390.0,28859661.0,167.0,664.5833333333333
2021-03-31,395,277309.0,272786.0,3030.0,275816.0,1493.0,28859499.0,162.0,670.8333333333334
2021-04-01,396,277461.0,272851.0,3031.0,275882.0,1579.0,28859347.0,152.0,740.6249999999999
2021-04-02,397,277640.0,272962.0,3031.0,275993.0,1647.0,28859168.0,179.0,834.3749999999999
2021-04-03,398,277768.0,273123.0,3032.0,276155.0,1613.0,28859040.0,128.0,820.8333333333333
2021-04-04,399,277944.0,273240.0,3032.0,276272.0,1672.0,28858864.0,176.0,830.2083333333334
2021-04-05,400,278210.0,273342.0,3036.0,276378.0,1832.0,28858598.0,266.0,938.5416666666666
2021-04-06,401,278470.0,273455.0,3036.0,276491.0,1979.0,28858338.0,260.0,1051.0416666666667
2021-04-07,402,278768.0,273529.0,3038.0,276567.0,2201.0,28858040.0,298.0,1175.0
2021-04-08,403,279100.0,273608.0,3038.0,276646.0,2454.0,28857708.0,332.0,1387.4999999999998
2021-04-09,404,279388.0,273735.0,3038.0,276773.0,2615.0,28857420.0,288.0,1504.1666666666667
2021-04-10,405,279725.0,273886.0,3039.0,276925.0,2800.0,28857083.0,337.0,1578.125
2021-04-11,406,280028.0,274027.0,3040.0,277067.0,2961.0,28856780.0,303.0,1622.9166666666667
2021-04-12,407,280524.0,274165.0,3053.0,277218.0,3306.0,28856284.0,496.0,1829.1666666666665
2021-04-13,408,280984.0,274318.0,3058.0,277376.0,3608.0,28855824.0,460.0,1962.5
2021-04-14,409,281564.0,274447.0,3061.0,277508.0,4056.0,28855244.0,580.0,2266.6666666666665
2021-04-15,410,282054.0,274604.0,3066.0,277670.0,4384.0,28854754.0,490.0,2426.0416666666665
2021-04-16,411,282890.0,274812.0,3070.0,277882.0,5008.0,28853918.0,836.0,2981.25
2021-04-17,412,283658.0,275038.0,3075.0,278113.0,5545.0,28853150.0,768.0,3264.583333333333
2021-04-18,413,284673.0,275300.0,3083.0,278383.0,6290.0,28852135.0,1015.0,3842.708333333333
2021-04-19,414,285900.0,275555.0,3091.0,278646.0,7254.0,28850908.0,1227.0,4516.666666666667
2021-04-20,415,287567.0,275806.0,3102.0,278908.0,8659.0,28849241.0,1667.0,5742.708333333333
2021-04-21,416,289787.0,276093.0,3112.0,279205.0,10582.0,28847021.0,2220.0,7184.375
2021-04-22,417,292152.0,276345.0,3117.0,279462.0,12690.0,28844656.0,2365.0,8847.916666666666
2021-04-23,418,294601.0,276755.0,3122.0,279877.0,14724.0,28842207.0,2449.0,10341.666666666666
2021-04-24,419,297087.0,277123.0,3136.0,280259.0,16828.0,28839721.0,2486.0,11653.125
2021-04-25,420,300119.0,277573.0,3164.0,280737.0,19382.0,28836689.0,3032.0,13075.0
2021-04-26,421,303561.0,277951.0,3176.0,281127.0,22434.0,28833247.0,3442.0,14347.916666666668
2021-04-27,422,307925.0,278506.0,3194.0,281700.0,26225.0,28828883.0,4364.0,16430.208333333332
2021-04-28,423,312699.0,279279.0,3211.0,282490.0,30209.0,28824109.0,4774.0,18852.083333333332
2021-04-29,424,317530.0,280167.0,3246.0,283413.0,34117.0,28819278.0,4831.0,21294.791666666664
2021-04-30,425,323187.0,281095.0,3279.0,284374.0,38813.0,28813621.0,5657.0,24029.166666666668
2021-05-01,426,328893.0,282382.0,3298.0,285680.0,43213.0,28807915.0,5706.0,26387.499999999996
2021-05-02,427,336030.0,283994.0,3325.0,287319.0,48711.0,28800778.0,7137.0,29276.041666666664
2021-05-03,428,343418.0,286015.0,3362.0,289377.0,54041.0,28793390.0,7388.0,31998.958333333332
2021-05-04,429,351005.0,287790.0,3417.0,291207.0,59798.0,28785803.0,7587.0,34869.791666666664
2021-05-05,430,359610.0,289783.0,3475.0,293258.0,66352.0,28777198.0,8605.0,37940.625
2021-05-06,431,368580.0,292490.0,3529.0,296019.0,72561.0,28768228.0,8970.0,41340.625
2021-05-07,432,377603.0,295395.0,3579.0,298974.0,78629.0,28759205.0,9023.0,43305.208333333336
2021-05-08,433,385890.0,298765.0,3632.0,302397.0,83493.0,28750918.0,8287.0,44241.666666666664
2021-05-09,434,394667.0,302787.0,3720.0,306507.0,88160.0,28742141.0,8777.0,45481.25
2021-05-10,435,403794.0,306794.0,3859.0,310653.0,93141.0,28733014.0,9127.0,46024.99999999999
2021-05-11,436,413111.0,312019.0,4084.0,316103.0,97008.0,28723697.0,9317.0,46386.458333333336
2021-05-12,437,422349.0,316463.0,4252.0,320715.0,101634.0,28714459.0,9238.0,46610.41666666667
2021-05-13,438,431191.0,321518.0,4466.0,325984.0,105207.0,28705617.0,8842.0,47188.54166666667
2021-05-14,439,439658.0,327653.0,4669.0,332322.0,107336.0,28697150.0,8467.0,46865.625
2021-05-15,440,447704.0,333108.0,4856.0,337964.0,109740.0,28689104.0,8046.0,45739.583333333336
2021-05-16,441,455020.0,339756.0,5001.0,344757.0,110263.0,28681788.0,7316.0,43655.20833333333
2021-05-17,442,464218.0,345523.0,5215.0,350738.0,113480.0,28672590.0,9198.0,43613.541666666664
2021-05-18,443,472354.0,352414.0,5411.0,357825.0,114529.0,28664454.0,8136.0,42878.125
2021-05-19,444,480418.0,360403.0,5657.0,366060.0,114358.0,28656390.0,8064.0,42458.333333333336
2021-05-20,445,488645.0,366946.0,5847.0,372793.0,115852.0,28648163.0,8227.0,42646.875
2021-05-21,446,497052.0,374836.0,6024.0,380860.0,116192.0,28639756.0,8407.0,43783.33333333333
2021-05-22,447,505643.0,383684.0,6153.0,389837.0,115806.0,28631165.0,8591.0,43151.041666666664
2021-05-23,448,513241.0,391348.0,6346.0,397694.0,115547.0,28623567.0,7598.0,42590.625
2021-05-24,449,520461.0,398483.0,6531.0,405014.0,115447.0,28616347.0,7220.0,41711.458333333336
2021-05-25,450,528848.0,404887.0,6700.0,411587.0,117261.0,28607960.0,8387.0,41878.125
2021-05-26,451,535525.0,411603.0,6845.0,418448.0,117077.0,28601283.0,6677.0,40076.041666666664
2021-05-27,452,542256.0,418829.0,6951.0,425780.0,116476.0,28594552.0,6731.0,38138.541666666664
2021-05-28,453,549111.0,428670.0,7047.0,435717.0,113394.0,28587697.0,6855.0,37364.583333333336
2021-05-29,454,553422.0,434750.0,7163.0,441913.0,111509.0,28583386.0,4311.0,34334.375
2021-05-30,455,557124.0,440955.0,7272.0,448227.0,108897.0,28579684.0,3702.0,29454.166666666664
2021-05-31,456,561302.0,447446.0,7386.0,454832.0,106470.0,28575506.0,4178.0,26851.041666666664
2021-06-01,457,566587.0,454344.0,7454.0,461798.0,104789.0,28570221.0,5285.0,25344.791666666664
2021-06-02,458,571111.0,461563.0,7555.0,469118.0,101993.0,28565697.0,4524.0,22916.666666666668
2021-06-03,459,576936.0,467467.0,7630.0,475097.0,101839.0,28559872.0,5825.0,24493.75
2021-06-04,460,581560.0,476130.0,7731.0,483861.0,97699.0,28555248.0,4624.0,25454.166666666664
2021-06-05,461,585100.0,484373.0,7799.0,492172.0,92928.0,28551708.0,3540.0,24789.583333333336
2021-06-06,462,588124.0,491009.0,7898.0,498907.0,89217.0,28548684.0,3024.0,22434.374999999996
2021-06-07,463,591494.0,497960.0,7990.0,505950.0,85544.0,28545314.0,3370.0,21232.291666666664
2021-06-08,464,595364.0,504530.0,8098.0,512628.0,82736.0,28541444.0,3870.0,19195.833333333332
2021-06-09,465,598813.0,510298.0,8179.0,518477.0,80336.0,28537995.0,3449.0,17971.875
2021-06-10,466,601687.0,515591.0,8238.0,523829.0,77858.0,28535121.0,2874.0,17278.125
2021-06-11,467,604396.0,520816.0,8305.0,529121.0,75275.0,28532412.0,2709.0,16950.0
2021-06-12,468,606778.0,527111.0,8366.0,535477.0,71301.0,28530030.0,2382.0,15920.833333333334
2021-06-13,469,608472.0,531105.0,8412.0,539517.0,68955.0,28528336.0,1694.0,13654.166666666666
2021-06-14,470,610521.0,536252.0,8465.0,544717.0,65804.0,28526287.0,2049.0,12195.833333333332
2021-06-15,471,612202.0,540439.0,8506.0,548945.0,63257.0,28524606.0,1681.0,10953.125
2021-06-16,472,614216.0,543521.0,8558.0,552079.0,62137.0,28522592.0,2014.0,10229.166666666666
2021-06-17,473,615984.0,545662.0,8597.0,554259.0,61725.0,28520824.0,1768.0,9589.583333333334
2021-06-18,474,617947.0,549682.0,8641.0,558323.0,59624.0,28518861.0,1963.0,9869.791666666666
2021-06-19,475,619635.0,553342.0,8675.0,562017.0,57618.0,28517173.0,1688.0,9493.75
2021-06-20,476,621056.0,556798.0,8726.0,565524.0,55532.0,28515752.0,1421.0,9222.916666666666
2021-06-21,477,622640.0,559928.0,8772.0,568700.0,53940.0,28514168.0,1584.0,8775.0
2021-06-22,478,626343.0,564882.0,8813.0,573695.0,52648.0,28510465.0,3703.0,10790.625
2021-06-23,479,627854.0,568440.0,8894.0,577334.0,50520.0,28508954.0,1511.0,10319.791666666666
2021-06-24,480,629431.0,570958.0,8918.0,579876.0,49555.0,28507377.0,1577.0,10204.166666666666
2021-06-25,481,631152.0,576413.0,8945.0,585358.0,45794.0,28505656.0,1721.0,10516.666666666666
2021-06-26,482,632326.0,581327.0,8975.0,590302.0,42024.0,28504482.0,1174.0,10089.583333333334
2021-06-27,483,633679.0,584334.0,9009.0,593343.0,40336.0,28503129.0,1353.0,7641.666666666667
2021-06-28,484,635188.0,588187.0,9051.0,597238.0,37950.0,28501620.0,1509.0,7639.583333333333
2021-06-29,485,636916.0,592535.0,9071.0,601606.0,35310.0,28499892.0,1728.0,7796.875
2021-06-30,486,638805.0,596132.0,9112.0,605244.0,33561.0,28498003.0,1889.0,7971.874999999999
2021-07-01,487,640662.0,600149.0,9145.0,609294.0,31368.0,28496146.0,1857.0,8683.333333333334
2021-07-02,488,642053.0,603600.0,9179.0,612779.0,29274.0,28494755.0,1391.0,8722.916666666666
2021-07-03,489,643580.0,606666.0,9198.0,615864.0,27716.0,28493228.0,1527.0,8741.666666666666
2021-07-04,490,644622.0,609218.0,9225.0,618443.0,26179.0,28492186.0,1042.0,8027.083333333333
2021-07-05,491,646367.0,611429.0,9248.0,620677.0,25690.0,28490441.0,1745.0,7877.083333333334
2021-07-06,492,648085.0,612994.0,9263.0,622257.0,25828.0,28488723.0,1718.0,7732.291666666666
2021-07-07,493,650162.0,614327.0,9291.0,623618.0,26544.0,28486646.0,2077.0,8446.875
2021-07-08,494,651380.0,615613.0,9320.0,624933.0,26447.0,28485428.0,1218.0,8125.0
2021-07-09,495,652859.0,616929.0,9340.0,626269.0,26590.0,28483949.0,1479.0,8580.208333333334
2021-07-10,496,654212.0,618361.0,9362.0,627723.0,26489.0,28482596.0,1353.0,8171.875
2021-07-11,497,655449.0,619894.0,9382.0,629276.0,26173.0,28481359.0,1237.0,7670.833333333333
2021-07-12,498,657139.0,621027.0,9400.0,630427.0,26712.0,28479669.0,1690.0,7267.708333333334
2021-07-13,499,658778.0,623105.0,9412.0,632517.0,26261.0,28478030.0,1639.0,7706.249999999999
2021-07-14,500,660788.0,624711.0,9430.0,634141.0,26647.0,28476020.0,2010.0,8259.375
2021-07-15,501,662570.0,626468.0,9463.0,635931.0,26639.0,28474238.0,1782.0,8706.25
2021-07-16,502,664576.0,628243.0,9506.0,637749.0,26827.0,28472232.0,2006.0,9507.291666666666
2021-07-17,503,665886.0,630407.0,9527.0,639934.0,25952.0,28470922.0,1310.0,9111.458333333334
2021-07-18,504,667109.0,632074.0,9550.0,641624.0,25485.0,28469699.0,1223.0,8678.125
2021-07-19,505,668751.0,633332.0,9582.0,642914.0,25837.0,28468057.0,1642.0,8294.791666666666
2021-07-20,506,670953.0,634927.0,9607.0,644534.0,26419.0,28465855.0,2202.0,8732.291666666666
2021-07-21,507,672871.0,636402.0,9637.0,646039.0,26832.0,28463937.0,1918.0,8640.625
2021-07-22,508,674726.0,637690.0,9661.0,647351.0,27375.0,28462082.0,1855.0,9208.333333333334
2021-07-23,509,676708.0,639368.0,9679.0,649047.0,27661.0,28460100.0,1982.0,9998.958333333332
2021-07-24,510,679017.0,641565.0,9695.0,651260.0,27757.0,28457791.0,2309.0,10693.749999999998
2021-07-25,511,680556.0,643615.0,9713.0,653328.0,27228.0,28456252.0,1539.0,10003.125
2021-07-26,512,682947.0,645301.0,9738.0,655039.0,27908.0,28453861.0,2391.0,10495.833333333334
2021-07-27,513,685673.0,647079.0,9758.0,656837.0,28836.0,28451135.0,2726.0,11403.125
2021-07-28,514,688307.0,649072.0,9791.0,658863.0,29444.0,28448501.0,2634.0,12082.291666666668
2021-07-29,515,690642.0,650445.0,9807.0,660252.0,30390.0,28446166.0,2335.0,12109.375
2021-07-30,516,693109.0,652261.0,9834.0,662095.0,31014.0,28443699.0,2467.0,13076.041666666666
2021-07-31,517,695389.0,654177.0,9857.0,664034.0,31355.0,28441419.0,2280.0,12960.416666666666
